ServiceID,CarID,Date_of_Service,ServiceType,Cost_of_Service
S99207,C33007,2022-07-05,Brake Replacement,410.0
S99208,C33007,2022-07-20,Spark Plug Replacement,248.0
S62593,C20784,2022-08-13,Wheel Alignment,278.0
S62592,C20784,2021-04-29,Oil Change,419.0
S75729,C25141,2024-03-25,Transmission Check,399.0
S19081,C06325,2020-09-10,Clutch Replacement,359.0
S19084,C06325,2022-03-24,Battery Replacement,363.0
S63847,C21221,2023-12-06,Coolant Flush,230.0
S63845,C21221,2024-06-27,Major Service,112.0
S114407,C38114,2022-01-21,Oil Change,181.0
S114406,C38114,2023-12-31,Suspension Check,389.0
S77711,C25800,2023-11-20,Coolant Flush,315.0
S33750,C11196,2025-07-10,Spark Plug Replacement,478.0
S33752,C11196,2023-02-13,Major Service,64.0
S93908,C31235,2021-01-08,Air Filter Replacement,391.0
S94699,C31504,2025-07-02,Oil Change,306.0
S94700,C31504,2023-12-13,Brake Replacement,448.0
S50837,C16891,2024-02-25,Battery Replacement,108.0
S103800,C34545,2024-07-10,Air Filter Replacement,184.0
S106489,C35440,2023-08-24,Suspension Check,159.0
S57353,C19039,2025-06-21,Brake Replacement,222.0
S132567,C44150,2020-10-31,Tire Replacement,205.0
S132564,C44150,2023-11-23,Coolant Flush,391.0
S132565,C44150,2021-10-05,Suspension Check,315.0
S82313,C27340,2024-06-05,Oil Change,499.0
S82315,C27340,2022-01-26,Suspension Check,356.0
S82316,C27340,2025-05-07,Spark Plug Replacement,64.0
S93184,C30998,2021-03-12,Transmission Check,113.0
S93185,C30998,2023-06-02,Oil Change,187.0
S93183,C30998,2024-03-13,Battery Replacement,350.0
S139385,C46435,2023-08-17,Major Service,178.0
S139386,C46435,2023-01-31,Wheel Alignment,237.0
S27704,C09163,2021-04-23,Suspension Check,83.0
S32085,C10629,2020-12-19,Air Filter Replacement,121.0
S32084,C10629,2022-03-14,Air Filter Replacement,149.0
S114237,C38057,2023-01-07,Tire Replacement,85.0
S147723,C49230,2024-08-24,Suspension Check,494.0
S25744,C08523,2020-11-13,Tire Replacement,271.0
S74665,C24798,2021-05-06,Oil Change,433.0
S74662,C24798,2022-11-12,Spark Plug Replacement,100.0
S35493,C11765,2023-04-07,Brake Replacement,95.0
S35492,C11765,2023-04-30,Clutch Replacement,294.0
S44985,C14895,2021-05-19,Suspension Check,374.0
S44987,C14895,2021-11-05,Air Filter Replacement,292.0
S44984,C14895,2022-11-11,Clutch Replacement,282.0
S117821,C39235,2025-06-22,Battery Replacement,490.0
S133689,C44520,2021-10-29,Wheel Alignment,363.0
S133690,C44520,2020-11-18,Oil Change,301.0
S133691,C44520,2023-03-11,Clutch Replacement,85.0
S61676,C20493,2021-12-15,Suspension Check,426.0
S61679,C20493,2020-10-30,Transmission Check,411.0
S61678,C20493,2025-05-14,Suspension Check,373.0
S83363,C27700,2024-02-07,Oil Change,190.0
S122643,C40842,2021-11-25,Battery Replacement,146.0
S19655,C06514,2024-01-11,Brake Replacement,106.0
S34271,C11369,2022-03-27,Transmission Check,301.0
S137412,C45760,2023-09-28,Oil Change,189.0
S137414,C45760,2022-05-24,Battery Replacement,300.0
S107296,C35719,2024-12-17,Tire Replacement,467.0
S107295,C35719,2023-08-05,Spark Plug Replacement,148.0
S06068,C01998,2020-09-06,Suspension Check,88.0
S146434,C48803,2023-06-09,Coolant Flush,195.0
S120076,C40003,2023-09-16,Suspension Check,460.0
S120073,C40003,2022-10-18,Wheel Alignment,291.0
S120074,C40003,2023-04-06,Major Service,362.0
S113269,C37735,2023-10-01,Battery Replacement,90.0
S130197,C43355,2021-05-31,Spark Plug Replacement,56.0
S30142,C09993,2024-08-23,Air Filter Replacement,59.0
S30143,C09993,2024-07-29,Clutch Replacement,262.0
S77384,C25692,2023-09-05,Wheel Alignment,305.0
S77386,C25692,2024-05-24,Battery Replacement,115.0
S66588,C22134,2024-11-04,Clutch Replacement,319.0
S66587,C22134,2024-02-19,Major Service,201.0
S111073,C37006,2025-01-14,Coolant Flush,191.0
S111072,C37006,2023-11-18,Brake Replacement,202.0
S111070,C37006,2023-07-13,Air Filter Replacement,191.0
S44816,C14836,2021-03-22,Spark Plug Replacement,248.0
S44815,C14836,2023-04-18,Brake Replacement,267.0
S15296,C05082,2021-07-11,Spark Plug Replacement,397.0
S24806,C08202,2022-07-31,Major Service,440.0
S24803,C08202,2022-09-17,Coolant Flush,399.0
S24804,C08202,2023-11-14,Major Service,190.0
S54609,C18122,2023-03-12,Tire Replacement,218.0
S54610,C18122,2025-08-31,Wheel Alignment,349.0
S54611,C18122,2024-04-04,Brake Replacement,62.0
S76719,C25469,2025-05-08,Air Filter Replacement,168.0
S76720,C25469,2024-10-18,Brake Replacement,490.0
S76721,C25469,2024-11-24,Oil Change,57.0
S67323,C22364,2025-01-21,Oil Change,408.0
S58083,C19278,2022-09-02,Major Service,363.0
S58087,C19278,2024-03-02,Oil Change,165.0
S02223,C00739,2023-06-16,Tire Replacement,438.0
S02134,C00710,2023-10-04,Wheel Alignment,425.0
S28583,C09465,2024-04-24,Battery Replacement,433.0
S110047,C36656,2024-01-22,Suspension Check,67.0
S115043,C38306,2022-02-07,Major Service,66.0
S115041,C38306,2021-06-25,Suspension Check,270.0
S142901,C47614,2022-04-23,Oil Change,80.0
S68674,C22823,2024-09-20,Spark Plug Replacement,465.0
S39445,C13078,2022-12-22,Battery Replacement,188.0
S39444,C13078,2021-09-29,Brake Replacement,481.0
S39442,C13078,2023-01-07,Oil Change,277.0
S142384,C47426,2024-10-08,Spark Plug Replacement,162.0
S142380,C47426,2023-05-06,Air Filter Replacement,166.0
S142381,C47426,2022-05-10,Coolant Flush,52.0
S33228,C11021,2022-11-28,Transmission Check,189.0
S133140,C44342,2022-08-02,Tire Replacement,128.0
S91447,C30412,2022-09-18,Air Filter Replacement,63.0
S89290,C29688,2021-05-20,Brake Replacement,113.0
S33947,C11260,2024-06-05,Suspension Check,53.0
S33946,C11260,2022-07-15,Suspension Check,381.0
S40361,C13378,2021-03-30,Oil Change,193.0
S40362,C13378,2020-10-18,Air Filter Replacement,414.0
S40364,C13378,2021-11-24,Spark Plug Replacement,243.0
S79606,C26435,2021-11-27,Oil Change,402.0
S79604,C26435,2023-05-30,Suspension Check,182.0
S72975,C24238,2021-12-03,Transmission Check,194.0
S110120,C36682,2023-12-18,Spark Plug Replacement,499.0
S55450,C18393,2022-11-05,Transmission Check,459.0
S82393,C27367,2024-04-12,Brake Replacement,324.0
S82391,C27367,2023-05-01,Clutch Replacement,69.0
S92120,C30643,2025-08-07,Transmission Check,116.0
S92119,C30643,2025-01-31,Major Service,202.0
S92121,C30643,2022-11-03,Spark Plug Replacement,440.0
S09452,C03117,2025-05-20,Tire Replacement,114.0
S121508,C40473,2022-10-08,Suspension Check,141.0
S121506,C40473,2022-04-17,Brake Replacement,79.0
S50659,C16827,2023-12-31,Battery Replacement,324.0
S130444,C43436,2021-05-24,Transmission Check,383.0
S96640,C32148,2022-10-04,Spark Plug Replacement,117.0
S96639,C32148,2021-11-23,Tire Replacement,414.0
S101276,C33703,2022-10-28,Tire Replacement,302.0
S101277,C33703,2022-02-10,Transmission Check,116.0
S101275,C33703,2021-09-09,Air Filter Replacement,94.0
S103103,C34314,2021-09-22,Battery Replacement,186.0
S103105,C34314,2025-03-19,Air Filter Replacement,135.0
S55364,C18363,2022-12-05,Suspension Check,491.0
S55366,C18363,2022-07-27,Spark Plug Replacement,333.0
S39609,C13132,2021-12-26,Battery Replacement,166.0
S21634,C07163,2025-05-20,Air Filter Replacement,75.0
S21633,C07163,2023-02-26,Oil Change,162.0
S77709,C25799,2024-11-09,Brake Replacement,117.0
S13449,C04462,2023-07-19,Spark Plug Replacement,355.0
S13447,C04462,2024-10-02,Air Filter Replacement,387.0
S13448,C04462,2022-09-25,Air Filter Replacement,80.0
S04685,C01550,2021-10-03,Oil Change,328.0
S131586,C43823,2022-06-26,Transmission Check,292.0
S131588,C43823,2023-07-05,Oil Change,338.0
S131584,C43823,2022-04-16,Battery Replacement,486.0
S49176,C16317,2022-02-23,Major Service,300.0
S118709,C39545,2024-09-28,Tire Replacement,225.0
S118707,C39545,2023-10-25,Coolant Flush,312.0
S55299,C18339,2021-09-04,Wheel Alignment,496.0
S55300,C18339,2023-01-03,Oil Change,124.0
S123137,C41003,2023-09-25,Tire Replacement,304.0
S123136,C41003,2024-02-19,Suspension Check,334.0
S12249,C04069,2024-06-17,Major Service,304.0
S40217,C13326,2021-05-16,Transmission Check,239.0
S40215,C13326,2023-01-10,Major Service,383.0
S40216,C13326,2022-02-21,Battery Replacement,184.0
S88127,C29293,2021-12-22,Oil Change,447.0
S88131,C29293,2025-01-03,Suspension Check,89.0
S88128,C29293,2021-11-09,Transmission Check,443.0
S58867,C19546,2023-10-24,Major Service,167.0
S58868,C19546,2025-04-12,Wheel Alignment,304.0
S58866,C19546,2023-10-13,Wheel Alignment,345.0
S104699,C34850,2022-07-10,Wheel Alignment,84.0
S81126,C26932,2024-01-27,Major Service,145.0
S81124,C26932,2022-03-14,Suspension Check,171.0
S74188,C24638,2021-08-04,Air Filter Replacement,114.0
S74191,C24638,2022-04-07,Battery Replacement,153.0
S74189,C24638,2024-09-27,Oil Change,211.0
S45164,C14957,2021-10-06,Clutch Replacement,437.0
S11453,C03804,2021-03-31,Major Service,290.0
S11452,C03804,2024-05-20,Suspension Check,60.0
S11454,C03804,2024-11-27,Air Filter Replacement,481.0
S10771,C03567,2023-07-01,Battery Replacement,287.0
S125092,C41650,2024-11-01,Brake Replacement,83.0
S117902,C39265,2021-04-03,Brake Replacement,59.0
S75818,C25172,2021-12-27,Brake Replacement,348.0
S63320,C21036,2024-02-25,Brake Replacement,411.0
S129421,C43088,2021-05-15,Clutch Replacement,317.0
S33080,C10970,2021-01-11,Brake Replacement,411.0
S33081,C10970,2024-09-22,Transmission Check,311.0
S18914,C06272,2022-02-11,Oil Change,311.0
S93449,C31085,2025-07-29,Air Filter Replacement,96.0
S93453,C31085,2022-10-08,Battery Replacement,318.0
S93450,C31085,2022-11-20,Transmission Check,306.0
S99646,C33149,2021-07-11,Clutch Replacement,452.0
S99644,C33149,2020-11-06,Coolant Flush,327.0
S99643,C33149,2023-07-05,Brake Replacement,242.0
S31323,C10382,2021-10-11,Oil Change,172.0
S134675,C44852,2025-06-14,Tire Replacement,266.0
S134674,C44852,2022-06-04,Spark Plug Replacement,299.0
S00105,C00034,2024-10-31,Transmission Check,303.0
S142356,C47419,2021-12-15,Air Filter Replacement,301.0
S125732,C41865,2021-08-29,Spark Plug Replacement,468.0
S125733,C41865,2024-04-12,Brake Replacement,102.0
S125731,C41865,2025-02-10,Major Service,96.0
S83726,C27821,2025-08-30,Wheel Alignment,122.0
S83727,C27821,2021-08-03,Oil Change,177.0
S04689,C01551,2022-02-28,Wheel Alignment,230.0
S120889,C40264,2022-10-10,Transmission Check,423.0
S30849,C10218,2024-05-16,Spark Plug Replacement,429.0
S30850,C10218,2023-05-03,Suspension Check,410.0
S15741,C05222,2022-09-07,Spark Plug Replacement,250.0
S28429,C09415,2024-07-02,Battery Replacement,227.0
S117888,C39260,2021-10-22,Spark Plug Replacement,196.0
S54125,C17966,2020-10-20,Air Filter Replacement,368.0
S129706,C43183,2021-05-29,Coolant Flush,137.0
S129708,C43183,2021-01-03,Wheel Alignment,50.0
S47786,C15852,2022-12-07,Tire Replacement,281.0
S47784,C15852,2021-09-16,Clutch Replacement,165.0
S47785,C15852,2021-10-01,Oil Change,450.0
S74103,C24607,2025-08-15,Tire Replacement,143.0
S119232,C39714,2023-06-03,Major Service,144.0
S119230,C39714,2021-03-12,Battery Replacement,256.0
S39890,C13227,2023-06-20,Air Filter Replacement,230.0
S39892,C13227,2023-12-23,Clutch Replacement,379.0
S137810,C45898,2024-03-02,Brake Replacement,498.0
S90475,C30083,2023-05-27,Clutch Replacement,388.0
S90476,C30083,2024-02-04,Brake Replacement,217.0
S90474,C30083,2025-06-30,Coolant Flush,192.0
S06762,C02228,2021-04-06,Brake Replacement,389.0
S06764,C02228,2021-11-21,Brake Replacement,499.0
S06763,C02228,2024-07-18,Oil Change,75.0
S16499,C05472,2023-06-18,Suspension Check,381.0
S16498,C05472,2023-08-11,Battery Replacement,326.0
S16497,C05472,2023-03-02,Battery Replacement,75.0
S52694,C17498,2020-10-16,Air Filter Replacement,134.0
S52696,C17498,2024-03-07,Tire Replacement,192.0
S42017,C13915,2021-10-15,Air Filter Replacement,412.0
S42015,C13915,2024-08-19,Oil Change,60.0
S06692,C02208,2022-06-25,Battery Replacement,399.0
S06694,C02208,2024-11-09,Coolant Flush,315.0
S06693,C02208,2022-11-17,Coolant Flush,217.0
S59077,C19622,2021-07-21,Major Service,210.0
S41846,C13858,2025-03-31,Spark Plug Replacement,343.0
S41847,C13858,2023-03-05,Transmission Check,379.0
S41850,C13858,2023-10-29,Transmission Check,476.0
S105262,C35040,2024-11-10,Battery Replacement,404.0
S123977,C41282,2022-07-22,Tire Replacement,252.0
S123978,C41282,2024-06-11,Tire Replacement,287.0
S143991,C47976,2022-01-26,Coolant Flush,283.0
S143993,C47976,2022-01-08,Suspension Check,350.0
S143992,C47976,2021-03-03,Suspension Check,135.0
S86119,C28627,2022-12-28,Major Service,453.0
S18608,C06166,2023-01-29,Coolant Flush,81.0
S68841,C22880,2024-06-19,Spark Plug Replacement,402.0
S68840,C22880,2025-03-21,Spark Plug Replacement,120.0
S42035,C13921,2022-04-25,Wheel Alignment,88.0
S42036,C13921,2023-08-26,Wheel Alignment,172.0
S112537,C37491,2021-06-13,Coolant Flush,354.0
S112536,C37491,2023-03-25,Air Filter Replacement,68.0
S112535,C37491,2024-04-08,Coolant Flush,81.0
S30309,C10049,2024-03-24,Suspension Check,373.0
S30308,C10049,2021-01-03,Major Service,283.0
S145923,C48638,2023-10-03,Brake Replacement,347.0
S145920,C48638,2023-08-16,Wheel Alignment,458.0
S145921,C48638,2024-01-24,Suspension Check,270.0
S00714,C00240,2022-12-06,Suspension Check,87.0
S00713,C00240,2025-05-20,Air Filter Replacement,247.0
S29664,C09832,2022-11-10,Suspension Check,351.0
S40572,C13453,2025-02-14,Major Service,382.0
S46120,C15284,2025-03-23,Oil Change,469.0
S46119,C15284,2022-08-10,Wheel Alignment,442.0
S51774,C17193,2022-11-21,Air Filter Replacement,339.0
S81342,C27007,2024-11-11,Battery Replacement,59.0
S96558,C32121,2021-08-21,Transmission Check,363.0
S53685,C17824,2020-10-13,Oil Change,484.0
S135582,C45157,2023-07-11,Air Filter Replacement,124.0
S61834,C20541,2023-08-24,Major Service,372.0
S61833,C20541,2023-02-25,Clutch Replacement,243.0
S33598,C11142,2023-06-27,Major Service,115.0
S33599,C11142,2024-11-22,Battery Replacement,162.0
S89224,C29664,2021-09-10,Air Filter Replacement,65.0
S89223,C29664,2022-07-04,Air Filter Replacement,196.0
S122640,C40841,2020-11-24,Coolant Flush,431.0
S147987,C49319,2025-07-03,Coolant Flush,212.0
S93024,C30945,2022-12-14,Battery Replacement,273.0
S00136,C00044,2022-04-26,Oil Change,402.0
S105393,C35085,2021-04-20,Transmission Check,307.0
S105394,C35085,2023-07-19,Air Filter Replacement,80.0
S122886,C40922,2023-06-28,Spark Plug Replacement,436.0
S82039,C27253,2024-12-18,Tire Replacement,288.0
S82040,C27253,2021-12-23,Clutch Replacement,280.0
S62675,C20817,2020-10-06,Wheel Alignment,417.0
S62674,C20817,2025-04-09,Tire Replacement,287.0
S30607,C10138,2022-05-27,Transmission Check,195.0
S48204,C15984,2020-10-31,Clutch Replacement,228.0
S48205,C15984,2023-07-31,Suspension Check,423.0
S48203,C15984,2022-05-09,Major Service,210.0
S120602,C40172,2023-10-18,Brake Replacement,441.0
S127250,C42376,2025-03-04,Oil Change,482.0
S46646,C15460,2022-05-30,Oil Change,161.0
S88984,C29581,2023-07-12,Transmission Check,397.0
S88983,C29581,2025-03-06,Suspension Check,185.0
S100302,C33367,2025-04-20,Battery Replacement,259.0
S94479,C31431,2025-03-28,Battery Replacement,144.0
S94480,C31431,2025-08-05,Clutch Replacement,147.0
S94476,C31431,2023-10-29,Spark Plug Replacement,170.0
S35101,C11643,2023-03-06,Clutch Replacement,481.0
S34301,C11379,2025-03-23,Major Service,473.0
S34299,C11379,2025-01-03,Air Filter Replacement,179.0
S34300,C11379,2025-02-09,Brake Replacement,94.0
S40781,C13518,2023-03-30,Suspension Check,468.0
S33563,C11132,2021-10-30,Transmission Check,362.0
S149671,C49878,2021-08-07,Major Service,366.0
S149673,C49878,2025-04-23,Major Service,416.0
S107443,C35768,2021-01-19,Tire Replacement,412.0
S107442,C35768,2024-02-19,Battery Replacement,486.0
S15918,C05279,2020-09-24,Spark Plug Replacement,323.0
S43585,C14431,2022-08-17,Major Service,315.0
S43584,C14431,2025-07-09,Transmission Check,278.0
S18277,C06063,2025-08-31,Spark Plug Replacement,148.0
S17158,C05695,2025-05-23,Spark Plug Replacement,331.0
S26945,C08911,2023-07-11,Transmission Check,86.0
S26948,C08911,2021-05-29,Battery Replacement,238.0
S26947,C08911,2024-06-09,Wheel Alignment,102.0
S130760,C43543,2021-09-29,Spark Plug Replacement,453.0
S49175,C16316,2024-10-08,Transmission Check,135.0
S119307,C39742,2022-10-28,Battery Replacement,429.0
S06423,C02118,2022-03-23,Tire Replacement,410.0
S06424,C02118,2022-09-04,Air Filter Replacement,184.0
S46350,C15356,2025-01-25,Clutch Replacement,452.0
S46347,C15356,2020-11-21,Air Filter Replacement,146.0
S46351,C15356,2022-07-27,Transmission Check,315.0
S120036,C39988,2020-10-08,Transmission Check,60.0
S120037,C39988,2024-10-21,Tire Replacement,102.0
S120035,C39988,2021-04-20,Clutch Replacement,372.0
S115541,C38476,2021-07-26,Spark Plug Replacement,407.0
S115542,C38476,2023-03-01,Clutch Replacement,120.0
S14963,C04969,2020-09-05,Suspension Check,481.0
S02489,C00832,2025-01-10,Transmission Check,249.0
S02492,C00832,2023-02-09,Suspension Check,201.0
S02491,C00832,2024-11-30,Battery Replacement,186.0
S99760,C33185,2021-11-27,Clutch Replacement,156.0
S131760,C43877,2023-11-23,Coolant Flush,452.0
S131761,C43877,2022-05-28,Tire Replacement,93.0
S25908,C08575,2024-03-28,Clutch Replacement,197.0
S25909,C08575,2021-07-11,Air Filter Replacement,165.0
S24165,C07987,2025-03-13,Coolant Flush,198.0
S24166,C07987,2022-04-08,Clutch Replacement,455.0
S78091,C25929,2023-06-27,Transmission Check,93.0
S78092,C25929,2021-07-06,Oil Change,91.0
S04373,C01457,2024-06-18,Coolant Flush,360.0
S04370,C01457,2025-01-24,Oil Change,119.0
S04371,C01457,2024-12-19,Brake Replacement,100.0
S47009,C15588,2024-06-20,Spark Plug Replacement,439.0
S59512,C19784,2024-07-24,Clutch Replacement,280.0
S59510,C19784,2024-07-14,Suspension Check,209.0
S59511,C19784,2022-06-01,Air Filter Replacement,323.0
S72115,C23969,2022-01-21,Oil Change,114.0
S95923,C31906,2023-11-20,Spark Plug Replacement,280.0
S95925,C31906,2021-03-03,Air Filter Replacement,112.0
S142694,C47547,2022-05-08,Clutch Replacement,367.0
S142693,C47547,2022-04-02,Suspension Check,151.0
S142695,C47547,2024-02-02,Clutch Replacement,400.0
S67962,C22570,2021-09-18,Clutch Replacement,145.0
S67963,C22570,2021-01-14,Brake Replacement,363.0
S148366,C49444,2023-12-27,Air Filter Replacement,274.0
S50788,C16872,2024-04-16,Battery Replacement,237.0
S50789,C16872,2021-08-07,Wheel Alignment,195.0
S50787,C16872,2020-12-28,Suspension Check,265.0
S91332,C30375,2025-03-14,Coolant Flush,197.0
S91331,C30375,2021-12-24,Air Filter Replacement,449.0
S42307,C14007,2021-08-19,Tire Replacement,148.0
S15731,C05220,2023-01-08,Oil Change,180.0
S15732,C05220,2023-08-25,Tire Replacement,95.0
S88568,C29445,2023-05-01,Transmission Check,81.0
S88567,C29445,2022-06-17,Oil Change,153.0
S88566,C29445,2021-10-21,Major Service,376.0
S91669,C30492,2020-12-12,Major Service,374.0
S91670,C30492,2024-05-18,Oil Change,88.0
S91055,C30276,2024-02-04,Clutch Replacement,263.0
S54265,C18011,2020-11-13,Brake Replacement,427.0
S61517,C20439,2024-02-07,Battery Replacement,61.0
S32208,C10672,2023-01-07,Brake Replacement,82.0
S32205,C10672,2021-07-23,Clutch Replacement,68.0
S145185,C48382,2021-12-05,Oil Change,311.0
S136240,C45379,2021-03-12,Oil Change,160.0
S136239,C45379,2023-11-13,Major Service,157.0
S90014,C29930,2025-01-06,Battery Replacement,133.0
S17281,C05733,2021-09-18,Major Service,336.0
S17279,C05733,2024-03-08,Coolant Flush,178.0
S17280,C05733,2024-12-24,Oil Change,79.0
S12011,C03989,2024-07-04,Major Service,288.0
S12009,C03989,2022-09-09,Brake Replacement,321.0
S12010,C03989,2023-06-08,Clutch Replacement,230.0
S104875,C34911,2021-08-12,Transmission Check,437.0
S104873,C34911,2024-02-25,Coolant Flush,475.0
S08567,C02829,2023-06-01,Tire Replacement,117.0
S15765,C05227,2022-09-30,Spark Plug Replacement,421.0
S15764,C05227,2022-09-15,Major Service,371.0
S41217,C13659,2021-03-09,Tire Replacement,111.0
S47055,C15604,2022-01-26,Transmission Check,126.0
S47056,C15604,2024-04-23,Wheel Alignment,164.0
S44116,C14607,2025-03-25,Coolant Flush,373.0
S44115,C14607,2024-04-22,Suspension Check,387.0
S44114,C14607,2024-08-26,Tire Replacement,198.0
S79207,C26301,2020-09-26,Air Filter Replacement,165.0
S79210,C26301,2023-06-07,Oil Change,391.0
S08251,C02726,2022-01-24,Spark Plug Replacement,153.0
S66475,C22097,2023-09-30,Transmission Check,479.0
S66473,C22097,2023-08-19,Brake Replacement,226.0
