AccidentID,CarID,Date_of_Accident,Description,Cost_of_Repair,Severity
A73114,C48593,2021-12-31,Side panel scratch,411.0,Major
A73115,C48593,2022-07-07,Head-on collision,1330.0,Minor
A47169,C31419,2023-12-19,Minor collision at roundabout,2797.0,Severe
A06745,C04529,2025-03-19,Minor fender bender,1585.0,Severe
A06746,C04529,2022-03-30,Front bumper scrape,671.0,Moderate
A41781,C27771,2025-05-27,Side panel scratch,1460.0,Severe
A41782,C27771,2024-11-20,Scratched paint on rear bumper,1601.0,Moderate
A45382,C30231,2021-07-25,Tire puncture during accident,4058.0,Major
A45383,C30231,2023-05-10,Rear quarter panel dent,361.0,Moderate
A45384,C30231,2021-11-22,Minor collision at roundabout,4492.0,Major
A27503,C18304,2024-06-10,Collision with pole,4405.0,Moderate
A27504,C18304,2022-01-16,Head-on collision,2621.0,Major
A36587,C24378,2022-09-08,Rear bumper collision,2789.0,Major
A36588,C24378,2025-04-27,Side mirror broken,1158.0,Moderate
A15503,C10254,2023-12-05,Door dent from tight parking,3079.0,Minor
A15504,C10254,2023-06-02,Side panel scratch,4387.0,Minor
A64601,C42902,2022-09-14,Tire puncture during accident,201.0,Moderate
A64602,C42902,2022-07-09,Minor fender bender,4886.0,Minor
A64603,C42902,2022-12-28,Minor collision at roundabout,4121.0,Major
A27917,C18592,2023-09-26,Minor fender bender,3242.0,Major
A27918,C18592,2025-04-09,Parking lot scrape,4230.0,Minor
A27919,C18592,2021-09-27,Accident on slippery road,4895.0,Minor
A19989,C13259,2022-05-16,Parking lot scrape,3813.0,Minor
A19990,C13259,2020-10-29,Rear-end hit at traffic light,3680.0,Moderate
A19991,C13259,2024-08-05,Collision with pole,1739.0,Moderate
A57367,C38185,2023-11-26,Side panel scratch,3245.0,Minor
A57368,C38185,2023-02-20,Minor parking lot accident,4480.0,Major
A04760,C03227,2022-12-13,Side swipe from passing vehicle,3854.0,Minor
A04761,C03227,2022-04-21,Rear quarter panel dent,3867.0,Minor
A13645,C09060,2025-07-27,Damage from pothole incident,1585.0,Moderate
A13646,C09060,2023-03-06,Collision with pole,1343.0,Severe
A13647,C09060,2023-04-22,Minor fender bender,1935.0,Moderate
A70793,C47086,2022-12-31,Front-end collision,1117.0,Major
A70794,C47086,2024-01-09,Front bumper scrape,1029.0,Minor
A70795,C47086,2024-06-20,Collision with pole,2279.0,Major
A29667,C19757,2025-06-06,Tire puncture during accident,4730.0,Moderate
A29668,C19757,2021-07-23,Front-end collision,1021.0,Severe
A29669,C19757,2022-01-28,Rear quarter panel dent,1175.0,Moderate
A26867,C17891,2021-02-20,Front bumper scrape,1653.0,Moderate
A26868,C17891,2023-05-01,Head-on collision,2342.0,Moderate
A60206,C40010,2023-05-16,Side mirror broken,3043.0,Severe
A60207,C40010,2022-03-12,Windshield damage,709.0,Moderate
A07109,C04769,2020-11-29,Side panel scratch,2778.0,Severe
A07110,C04769,2023-08-05,Minor parking lot accident,3004.0,Severe
A59861,C39776,2022-05-01,Front bumper scrape,3597.0,Moderate
A53906,C35874,2021-09-10,Rear-end hit at traffic light,3689.0,Minor
A13301,C08842,2022-03-23,Hood dent from minor crash,4467.0,Severe
A13302,C08842,2023-02-20,Damage from pothole incident,2979.0,Severe
A13303,C08842,2021-08-23,Rear-end hit at traffic light,562.0,Severe
A68134,C45317,2023-09-10,Hood dent from minor crash,3899.0,Moderate
A68135,C45317,2023-11-06,Collision with pole,991.0,Severe
A59736,C39706,2025-04-26,Side panel scratch,243.0,Major
A59737,C39706,2022-08-24,Rear quarter panel dent,4768.0,Minor
A59738,C39706,2025-04-25,Rear-end hit at traffic light,2436.0,Severe
A37132,C24739,2023-05-06,Tire puncture during accident,4117.0,Severe
A37133,C24739,2024-01-02,Accident on slippery road,3049.0,Moderate
A37134,C24739,2024-05-23,Scratched paint on rear bumper,1807.0,Severe
A36390,C24240,2023-03-14,Front bumper scrape,4780.0,Moderate
A36391,C24240,2023-10-02,Windshield damage,1493.0,Moderate
A56988,C37924,2022-10-11,Rear bumper collision,2611.0,Major
A56989,C37924,2025-01-31,Windshield damage,819.0,Major
A47683,C31752,2025-06-29,Collision with pole,184.0,Moderate
A47684,C31752,2025-02-25,Front-end collision,1981.0,Major
A67511,C44891,2024-04-14,Rear bumper collision,1002.0,Moderate
A67070,C44569,2020-11-05,Head-on collision,1064.0,Minor
A07346,C04944,2024-02-28,Front-end collision,4358.0,Moderate
A07347,C04944,2025-06-03,Hood dent from minor crash,2606.0,Severe
A07348,C04944,2021-11-19,Rear bumper collision,4479.0,Moderate
A56141,C37356,2020-10-19,Minor fender bender,1665.0,Minor
A16548,C10969,2023-01-05,Side mirror broken,3708.0,Moderate
A16549,C10969,2021-06-11,Windshield damage,4315.0,Minor
A16550,C10969,2020-09-07,Fender scratch from curb,1783.0,Moderate
A22638,C15020,2024-11-03,Scratched paint on rear bumper,1426.0,Minor
A22639,C15020,2021-08-02,Collision with pole,4921.0,Moderate
A51562,C34322,2021-06-21,Side panel scratch,4158.0,Severe
A51563,C34322,2022-07-17,Scratched paint on rear bumper,3670.0,Moderate
A54143,C36038,2022-10-06,Front bumper scrape,3212.0,Moderate
A54144,C36038,2021-10-10,Rear quarter panel dent,1138.0,Minor
A54145,C36038,2024-07-12,Hood dent from minor crash,3845.0,Minor
A16686,C11060,2021-05-19,Minor parking lot accident,1281.0,Minor
A31344,C20878,2022-03-04,Parking lot scrape,2404.0,Severe
A31345,C20878,2023-09-05,Minor collision at roundabout,572.0,Major
A31346,C20878,2022-03-26,Minor collision at roundabout,1662.0,Major
A19030,C12609,2025-01-21,Accident on slippery road,574.0,Moderate
A19031,C12609,2025-08-31,Side mirror broken,3770.0,Severe
A19032,C12609,2023-12-16,Fender scratch from curb,4529.0,Moderate
A53754,C35784,2023-07-21,Head-on collision,3562.0,Moderate
A53755,C35784,2022-07-02,Windshield damage,2431.0,Severe
A53756,C35784,2025-05-14,Fender scratch from curb,2430.0,Severe
A74199,C49315,2022-08-17,Rear bumper collision,3660.0,Minor
A74200,C49315,2024-12-18,Collision with pole,3815.0,Major
A18686,C12386,2021-03-14,Tire puncture during accident,2749.0,Major
A18687,C12386,2022-07-22,Side panel scratch,1762.0,Severe
A18688,C12386,2020-12-25,Rear bumper collision,3296.0,Minor
A17008,C11287,2022-06-25,Rear-end hit at traffic light,1481.0,Minor
A17009,C11287,2021-12-04,Front-end collision,4538.0,Minor
A17010,C11287,2022-02-27,Front bumper scrape,1658.0,Minor
A50192,C33425,2025-08-10,Collision with pole,3215.0,Major
A50193,C33425,2022-10-18,Rear bumper collision,3743.0,Major
A54483,C36282,2021-10-30,Damage from pothole incident,4767.0,Severe
A54484,C36282,2023-10-24,Windshield damage,1407.0,Severe
A42585,C28330,2020-11-21,Fender scratch from curb,2827.0,Moderate
A72283,C48051,2021-06-07,Door dent from tight parking,1757.0,Severe
A72284,C48051,2022-09-08,Tire puncture during accident,2239.0,Minor
A72285,C48051,2025-02-25,Tire puncture during accident,1938.0,Major
A74693,C49648,2022-04-04,Damage from pothole incident,3732.0,Severe
A01196,C00826,2020-11-03,Side mirror broken,777.0,Moderate
A01197,C00826,2024-10-13,Side swipe from passing vehicle,1511.0,Major
A01198,C00826,2020-09-13,Damage from pothole incident,3268.0,Minor
A18313,C12144,2025-04-18,Door dent from tight parking,2098.0,Moderate
A18314,C12144,2022-09-26,Damage from pothole incident,3175.0,Major
A18315,C12144,2023-11-26,Front bumper scrape,4608.0,Severe
A12951,C08601,2021-03-23,Front bumper scrape,780.0,Moderate
A12952,C08601,2025-08-21,Windshield damage,3068.0,Severe
A12953,C08601,2023-08-23,Door dent from tight parking,2123.0,Severe
A32689,C21786,2023-06-23,Minor collision at roundabout,2172.0,Moderate
A32690,C21786,2020-11-10,Minor fender bender,4310.0,Moderate
A32691,C21786,2023-07-10,Head-on collision,3843.0,Severe
A60131,C39957,2025-03-27,Parking lot scrape,2253.0,Major
A60132,C39957,2021-12-11,Head-on collision,2184.0,Minor
A12825,C08500,2024-08-01,Front-end collision,4372.0,Moderate
A43103,C28665,2023-09-09,Hood dent from minor crash,2986.0,Major
A43104,C28665,2025-07-23,Rear-end hit at traffic light,2275.0,Major
A53499,C35618,2024-06-24,Front bumper scrape,4791.0,Severe
A53500,C35618,2024-05-14,Front bumper scrape,1811.0,Moderate
A60664,C40317,2022-03-15,Minor collision at roundabout,1192.0,Minor
A60665,C40317,2021-08-07,Side mirror broken,626.0,Minor
A17925,C11894,2024-07-04,Door dent from tight parking,411.0,Major
A17926,C11894,2024-06-06,Minor fender bender,4346.0,Major
A58931,C39188,2024-03-20,Side panel scratch,4023.0,Moderate
A03624,C02488,2022-06-06,Rear bumper collision,931.0,Minor
A03625,C02488,2023-04-11,Head-on collision,4710.0,Minor
A62296,C41399,2025-01-26,Rear-end hit at traffic light,503.0,Severe
A62297,C41399,2021-04-18,Minor parking lot accident,287.0,Minor
A53554,C35650,2021-03-08,Rear-end hit at traffic light,1661.0,Moderate
A53555,C35650,2024-09-11,Minor collision at roundabout,2086.0,Major
A22371,C14852,2024-08-05,Door dent from tight parking,3427.0,Severe
A22372,C14852,2021-11-07,Rear bumper collision,3559.0,Moderate
A58913,C39178,2020-12-08,Rear bumper collision,3343.0,Severe
A11143,C07420,2020-12-31,Minor parking lot accident,647.0,Severe
A11144,C07420,2024-03-09,Parking lot scrape,3861.0,Severe
A54694,C36417,2022-06-05,Side swipe from passing vehicle,4374.0,Major
A54695,C36417,2025-05-27,Side swipe from passing vehicle,4042.0,Minor
A54696,C36417,2023-04-20,Damage from pothole incident,4084.0,Minor
A73042,C48549,2023-01-16,Rear-end hit at traffic light,1433.0,Moderate
A28541,C19014,2023-09-12,Windshield damage,3600.0,Major
A28542,C19014,2020-11-13,Parking lot scrape,1278.0,Minor
A61579,C40930,2022-08-24,Minor collision at roundabout,3347.0,Moderate
A33702,C22455,2024-03-02,Minor fender bender,1204.0,Moderate
A33703,C22455,2021-10-24,Hood dent from minor crash,427.0,Major
A43779,C29129,2020-09-18,Side swipe from passing vehicle,455.0,Major
A43780,C29129,2022-07-09,Rear bumper collision,3275.0,Minor
A22365,C14849,2024-11-25,Rear bumper collision,4323.0,Minor
A22366,C14849,2023-05-15,Rear quarter panel dent,2726.0,Major
A22367,C14849,2020-10-21,Door dent from tight parking,3139.0,Moderate
A60141,C39961,2021-02-14,Collision with pole,131.0,Severe
A60142,C39961,2022-10-22,Accident on slippery road,4232.0,Severe
A07263,C04891,2024-10-24,Rear-end hit at traffic light,458.0,Minor
A07264,C04891,2024-12-20,Minor fender bender,627.0,Severe
A07265,C04891,2021-02-13,Collision with pole,499.0,Major
A44819,C29839,2022-11-17,Hood dent from minor crash,282.0,Major
A44820,C29839,2025-06-25,Collision with pole,3807.0,Major
A08422,C05641,2025-01-26,Front-end collision,862.0,Major
A08423,C05641,2022-06-06,Tire puncture during accident,2449.0,Moderate
A08424,C05641,2025-06-07,Collision with pole,266.0,Major
A09068,C06070,2021-11-02,Minor parking lot accident,3556.0,Severe
A59498,C39550,2024-04-28,Side panel scratch,2450.0,Major
A59499,C39550,2021-08-22,Windshield damage,1379.0,Severe
A23736,C15775,2022-07-16,Damage from pothole incident,1662.0,Severe
A07900,C05293,2024-08-23,Rear bumper collision,154.0,Minor
A07901,C05293,2021-01-17,Front bumper scrape,3915.0,Major
A07902,C05293,2025-06-30,Door dent from tight parking,4555.0,Moderate
A28956,C19275,2025-04-24,Accident on slippery road,3348.0,Major
A28957,C19275,2022-11-04,Front-end collision,102.0,Minor
A36758,C24495,2022-12-08,Fender scratch from curb,4676.0,Moderate
A36759,C24495,2024-05-05,Side mirror broken,1722.0,Moderate
A36760,C24495,2023-03-20,Side swipe from passing vehicle,137.0,Major
A65136,C43251,2021-08-18,Damage from pothole incident,4664.0,Severe
A75071,C49930,2022-07-18,Windshield damage,2316.0,Major
A45669,C30425,2022-02-15,Rear bumper collision,752.0,Minor
A45670,C30425,2022-05-27,Damage from pothole incident,4562.0,Minor
A45671,C30425,2023-06-25,Front bumper scrape,4977.0,Severe
A60842,C40441,2023-10-03,Front-end collision,4062.0,Minor
A18090,C11998,2024-02-10,Door dent from tight parking,1772.0,Severe
A18091,C11998,2022-09-12,Rear-end hit at traffic light,3499.0,Severe
A18092,C11998,2020-11-14,Windshield damage,4358.0,Minor
A14590,C09683,2023-02-24,Side swipe from passing vehicle,971.0,Minor
A14591,C09683,2024-01-17,Fender scratch from curb,1245.0,Moderate
A14592,C09683,2024-05-06,Accident on slippery road,4268.0,Moderate
A50197,C33429,2021-01-23,Collision with pole,4813.0,Minor
A50198,C33429,2023-08-01,Front bumper scrape,1940.0,Moderate
A50199,C33429,2024-11-02,Parking lot scrape,819.0,Major
A01341,C00919,2023-02-02,Hood dent from minor crash,717.0,Major
A12192,C08094,2025-01-13,Windshield damage,4476.0,Severe
A12193,C08094,2022-12-28,Tire puncture during accident,3492.0,Minor
A12194,C08094,2023-08-31,Windshield damage,1672.0,Major
A46231,C30786,2022-06-23,Tire puncture during accident,2279.0,Moderate
A46232,C30786,2020-10-13,Rear-end hit at traffic light,401.0,Major
A46233,C30786,2021-06-24,Tire puncture during accident,625.0,Severe
A40642,C27020,2023-01-25,Door dent from tight parking,3733.0,Moderate
A40643,C27020,2021-04-03,Rear-end hit at traffic light,4870.0,Major
A69109,C45968,2023-06-07,Door dent from tight parking,4844.0,Moderate
A12465,C08261,2021-04-14,Rear quarter panel dent,1159.0,Minor
A35051,C23340,2021-12-10,Minor fender bender,3554.0,Severe
A35052,C23340,2022-02-07,Rear-end hit at traffic light,380.0,Major
A35053,C23340,2022-02-25,Head-on collision,2288.0,Minor
A22957,C15248,2022-06-13,Rear bumper collision,119.0,Moderate
A22958,C15248,2021-11-23,Damage from pothole incident,2688.0,Major
A22959,C15248,2022-03-10,Minor collision at roundabout,1981.0,Moderate
A32621,C21744,2023-03-27,Accident on slippery road,3944.0,Severe
A32622,C21744,2022-08-22,Damage from pothole incident,559.0,Major
A20738,C13775,2024-05-31,Scratched paint on rear bumper,3421.0,Major
A20739,C13775,2025-07-04,Hood dent from minor crash,416.0,Moderate
A20740,C13775,2023-07-23,Rear quarter panel dent,3462.0,Moderate
A70997,C47219,2022-11-16,Fender scratch from curb,4323.0,Moderate
A06572,C04411,2023-04-17,Door dent from tight parking,483.0,Moderate
A06573,C04411,2024-07-24,Front bumper scrape,356.0,Major
A06574,C04411,2023-09-12,Head-on collision,4922.0,Moderate
A69907,C46497,2023-10-26,Accident on slippery road,3331.0,Moderate
A68485,C45539,2021-07-14,Parking lot scrape,2594.0,Severe
A32987,C21969,2022-12-19,Front bumper scrape,284.0,Moderate
A32988,C21969,2021-06-27,Minor parking lot accident,2155.0,Major
A32989,C21969,2021-12-03,Parking lot scrape,1191.0,Minor
A26799,C17838,2025-06-09,Windshield damage,3822.0,Severe
A26800,C17838,2020-10-20,Head-on collision,4251.0,Severe
A40141,C26675,2024-11-24,Damage from pothole incident,2665.0,Major
A58320,C38799,2024-07-03,Windshield damage,3502.0,Minor
A58321,C38799,2022-06-11,Rear bumper collision,413.0,Major
A58322,C38799,2021-05-06,Accident on slippery road,2607.0,Minor
A36873,C24573,2021-08-25,Minor fender bender,4891.0,Major
A36874,C24573,2022-12-31,Tire puncture during accident,4478.0,Severe
A36875,C24573,2024-12-06,Minor collision at roundabout,1687.0,Major
A75027,C49907,2024-12-29,Minor fender bender,3677.0,Major
A75028,C49907,2024-01-27,Minor collision at roundabout,1416.0,Severe
A61966,C41195,2024-11-22,Minor fender bender,429.0,Moderate
A61967,C41195,2022-04-08,Tire puncture during accident,2766.0,Minor
A61968,C41195,2020-11-13,Hood dent from minor crash,1855.0,Major
A57518,C38288,2022-12-14,Hood dent from minor crash,1638.0,Severe
A57519,C38288,2023-07-09,Scratched paint on rear bumper,1420.0,Severe
A57520,C38288,2023-07-30,Side swipe from passing vehicle,3296.0,Moderate
A48040,C31992,2022-04-21,Scratched paint on rear bumper,130.0,Major
A08239,C05524,2020-09-12,Side swipe from passing vehicle,4949.0,Major
A08240,C05524,2023-02-25,Collision with pole,1445.0,Severe
A33715,C22465,2024-03-02,Minor fender bender,2195.0,Major
A33716,C22465,2024-01-13,Scratched paint on rear bumper,181.0,Severe
A33717,C22465,2020-10-02,Rear bumper collision,3432.0,Major
A40893,C27188,2024-12-01,Hood dent from minor crash,2650.0,Major
A08417,C05639,2023-09-08,Parking lot scrape,2760.0,Minor
A08418,C05639,2024-07-20,Minor fender bender,1825.0,Minor
A08419,C05639,2023-05-07,Minor collision at roundabout,680.0,Major
A46317,C30840,2023-06-13,Minor fender bender,1048.0,Severe
A46318,C30840,2021-03-28,Front bumper scrape,1980.0,Moderate
A67420,C44829,2023-10-15,Front bumper scrape,1074.0,Major
A67421,C44829,2021-02-17,Rear bumper collision,2700.0,Minor
A67422,C44829,2025-07-13,Front-end collision,3878.0,Minor
A10128,C06743,2021-07-01,Side panel scratch,1041.0,Severe
A10129,C06743,2021-07-05,Fender scratch from curb,1470.0,Minor
A10130,C06743,2022-03-26,Accident on slippery road,2578.0,Minor
A18025,C11959,2023-03-05,Minor parking lot accident,4481.0,Major
A18026,C11959,2022-02-11,Accident on slippery road,875.0,Minor
A49484,C32952,2025-03-13,Parking lot scrape,4151.0,Minor
A49485,C32952,2021-01-06,Rear bumper collision,3279.0,Moderate
A49486,C32952,2023-03-21,Minor collision at roundabout,1775.0,Severe
A38727,C25755,2023-10-07,Fender scratch from curb,4846.0,Severe
A38728,C25755,2022-07-02,Damage from pothole incident,1635.0,Major
A23482,C15611,2021-06-20,Tire puncture during accident,2484.0,Severe
A66198,C43969,2024-06-06,Minor fender bender,540.0,Moderate
A66199,C43969,2021-03-02,Tire puncture during accident,3506.0,Major
A66200,C43969,2021-08-14,Accident on slippery road,1965.0,Major
A12937,C08591,2023-01-31,Fender scratch from curb,3434.0,Major
A12938,C08591,2021-10-16,Side swipe from passing vehicle,4738.0,Major
A12939,C08591,2023-07-22,Side panel scratch,4385.0,Severe
A70885,C47149,2021-07-08,Hood dent from minor crash,2624.0,Major
A15972,C10572,2020-10-16,Minor fender bender,2308.0,Major
A15973,C10572,2023-08-25,Collision with pole,3088.0,Minor
A32827,C21871,2023-02-11,Parking lot scrape,1488.0,Major
A32828,C21871,2022-05-10,Fender scratch from curb,475.0,Severe
A27370,C18225,2022-10-04,Fender scratch from curb,4159.0,Severe
A27371,C18225,2022-05-02,Minor fender bender,4600.0,Moderate
A58276,C38765,2022-07-14,Rear-end hit at traffic light,1223.0,Minor
A58277,C38765,2022-01-23,Parking lot scrape,2935.0,Severe
A58278,C38765,2021-04-17,Hood dent from minor crash,3325.0,Moderate
A41572,C27628,2024-04-30,Scratched paint on rear bumper,3062.0,Moderate
A23562,C15666,2023-12-23,Scratched paint on rear bumper,3386.0,Major
A23563,C15666,2021-12-17,Accident on slippery road,4486.0,Minor
A23564,C15666,2023-06-30,Side swipe from passing vehicle,183.0,Moderate
A61264,C40716,2024-10-16,Rear quarter panel dent,2209.0,Minor
A61265,C40716,2020-09-10,Tire puncture during accident,330.0,Moderate
A00512,C00345,2022-04-08,Rear bumper collision,997.0,Minor
A00513,C00345,2025-01-17,Door dent from tight parking,1629.0,Severe
A10066,C06703,2022-01-18,Minor parking lot accident,1228.0,Major
A19079,C12643,2021-07-30,Damage from pothole incident,1443.0,Minor
A44833,C29847,2021-04-24,Side mirror broken,3849.0,Major
A28967,C19287,2024-05-15,Windshield damage,3076.0,Minor
A28968,C19287,2021-03-18,Side panel scratch,2166.0,Moderate
